review_id,user_name,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,language_code,country_code,has_response,year
c9de8ef9-20d7-4654-b214-069ea16174d6,Jenna Delena,Still I Want An Update This Is Not A Safe App Without A Recovery For Password And Email Because Sometimes They Banned Me Without Any Better Reason,1,1,2023-09-18 17:13:00,Have your issues been solved? if there is something that we can do to help you please let us know 🙂,2023-10-28 12:30:00,23.09.15000,en,us,1,2023
6308f390-5fc7-4caa-bd2f-267f4946e4d2,Jm Inoue,Good,5,0,2023-09-03 19:26:00,We appreciate your feedback and support. Thank you 🙏,2023-10-28 12:32:00,23.08.27000,en,us,1,2023
7993024e-c837-4c61-a577-affa5a57d8c5,Kyleigh Macdonald,"Great app, been using ot for a few years now and never had any issues. East to use and easy to sync passwords to each device.",5,0,2023-08-25 02:37:00,"We're always working hard to improve the app. Thanks for your download and feedback.
",2023-08-25 09:12:00,23.02.25000,en,us,1,2023
1f439183-a0f3-40bd-ae69-a76ff1e879ff,Rhum “EMjhay” Roque,Good,3,0,2023-08-08 14:37:00,Is there anything that we can do to rate us 5 stars ✨. Let us know if we can help you with something 🙂,2023-10-28 12:35:00,23.02.25000,en,us,1,2023
1d5409c3-372a-4c49-9583-301a13bb79bb,Felicia,"I've been using this app for years, and I absolutely love it. I love that we can finally send a backup to another source, so I don't have to keep downloading it and adding my passwords every time I switch phones.",5,9,2023-07-25 17:53:00,"We're always working hard to improve the app. Thanks for your download and feedback.
",2023-07-25 22:44:00,23.02.25000,en,us,1,2023
302564a8-15db-413d-a166-e9286de1efd3,Herbert Pearson,Easy to use. Great having to remember only one password. It needs to have more categories for easier queries.,4,3,2023-07-23 20:11:00,We appreciate your feedback and support. Thank you 🙏,2023-10-28 12:36:00,23.02.25000,en,us,1,2023
99df5404-b4e4-4a06-aa5c-382a667d65bf,Roniel Cano,Love your app😘😘😘😘,5,0,2023-07-16 02:08:00,"Dear friend, we are really glad that you like our product. Your support and voice are very important to us.",2023-10-28 12:37:00,23.02.25000,en,us,1,2023
d311db8e-a04a-48ea-9307-91fe7c91b868,johnny ride,Faina aplicația. E simplă și are tot ce am nevoie. Imi place că pot sa pun icoane personalizate si ca am auto backup,5,0,2023-07-11 13:21:00,Thank you. Glad it's simple. We'll consider personalized icons and auto-backup for future updates!,,23.02.25000,en,us,1,2023
7377d064-c17b-422a-8da3-7d42a175f289,Kenneth Dacus,Very good,5,0,2023-06-30 21:07:00,We appreciate your feedback and support. Thank you 🙏,2023-10-28 12:37:00,23.02.25000,en,us,1,2023
e62c5618-3d5e-4c38-8495-710b8f948ef6,Ms. C,Great app. Nice to have: Copy and paste without edit or direct auto fill of password.,5,5,2023-06-17 13:05:00,Thank you. We're glad you like the copy-paste and direct autofill features — makes things quick and easy!,,23.02.25000,en,us,1,2023
ae1fa209-e345-4e10-8dab-3d3c85bc3ac5,SpeakMyMind TellTheTruth,Love this application,5,0,2023-05-29 20:39:00,Thank you for your support,2023-05-29 20:50:00,18.0.0,en,us,1,2023
8eb79704-0fe1-4e0e-b15d-87a0614f6141,Marie Barajas,I downloaded this app so I wouldn't have to guess and make up one!! The very first thing I have to do with this when I open it is MAKE UP A PASSWORD!!!,1,1,2023-04-28 10:35:00,Are you still using the app? 😇 Let us know how we can help 🙂,2023-10-28 12:42:00,Unknown,en,us,1,2023
9b655e5c-ed7b-42b8-a777-b1db85a028d7,Amarjit Singh,Excellent,5,0,2023-04-22 02:21:00,We appreciate your feedback and support. Thank you 🙏,2023-10-28 12:43:00,23.02.25000,en,us,1,2023
7227c565-6380-4bab-a185-9e75b175fba1,Melissa Bryant,"Been using for several years and I still love it!!! Easy to use, convenient, it's exactly what I needed one place to put all those irritating passwords that have to be changed every time I turn around. --- One app that hasn't changed in a long list of installs and uninstalled...this has stood the test of time.",5,5,2023-02-28 21:28:00,"We're always working hard to improve the app. Thanks for your download and feedback.
",2023-03-01 02:07:00,23.02.25000,en,us,1,2023
dda87238-d4c4-4463-8d31-f8f76b81edee,Sadman Shoumik Ahmed,"Hello, can you please tell me how to recover the login password...I am totally locked out as I cant login and access other passwords. Thanks great work.",5,2,2023-01-07 21:34:00,Thank you for downloading our app. We would love to help you with this issue. Please write to us at support@managerpass.com so that we can help you.,,22.12.24000,en,us,1,2023
7df89e33-4fc1-4d36-9038-c726cea4f66a,mofinela N,"Easy, user friendly & what i like the most, backup files can be saved in various ways",5,1,2023-01-02 05:50:00,Thank you so much for your review!,2023-01-03 00:29:00,Unknown,en,us,1,2023
34b63e1b-d877-422d-b642-da50984cc4cc,Mary Knauf,Great for saving password,5,0,2022-12-29 23:29:00,"We're always working hard to improve the app. Thanks for your download and feedback.
",2022-12-30 12:28:00,22.12.24000,en,us,1,2022
72bd8e04-fb56-4626-a3fc-a17e83bf5e2a,Ped Pedrick,The initial problem of downloading my backup has been resolved though had a few issues that I managed to sort So I wanted a paper print out as I want to review and change some passwords but what used to be a 6 page print out is now 28+ pages as the conversion to PDF includes all the tags several times over plus some other data it did not used to this happens on both phones so is not a phone issue. Otherwise I am impressed get this bug squashed and I will buy the full version.,3,10,2022-12-28 18:38:00,"We have fixed the issue with the PDF export. In the latest version of the app, the PDF export does not include the tags anymore. We thank you for your feedback and support.",2023-01-09 00:16:00,22.12.24000,en,us,1,2022
5f06fefc-907d-4294-994d-bceed8c7c2e0,Rach,Super useful! Not a single complain at all.,5,0,2022-12-27 11:19:00,Thank you for your support,2022-12-28 18:40:00,22.12.18000,en,us,1,2022
6822fb8c-3a28-4a64-ab5f-d0923c0626aa,Denise Ralls-Gaines,Great,5,0,2022-12-19 00:59:00,"We're always working hard to improve the app. Thanks for your download and feedback.
",2022-12-21 12:53:00,22.11.23001,en,us,1,2022
64c3ce2e-ea60-4b23-ac4e-dd9a43035c12,Virginia Whitehead,Really useful,5,0,2022-12-09 16:09:00,"We're always working hard to improve the app. Thanks for your download and feedback.
",2022-12-10 16:27:00,22.11.23001,en,us,1,2022
f15534a2-1576-413c-b144-45596bc4feac,Amy Norred,Fantastic!,5,0,2022-12-08 21:48:00,Glad you like it! :),2022-12-10 16:27:00,22.11.23001,en,us,1,2022
7d64e4c2-e730-4976-b0ae-2555d64c6f38,Gloria Dixon,"The update threw me for a loop, but otherwise this app is a lifesaver.",5,0,2022-12-08 18:55:00,Thank you. We're sorry the update caught you off guard — we'll work to make future changes smoother. Really glad the app is still a lifesaver for you!,,22.11.23001,en,us,1,2022
33ac1dee-a328-4f0c-adc2-7a7ee7d3afe5,delia alonso,Do not install this app no support won't even respond to texts installed password option to manager pass it has locked me out after first time using that feature It seems I am stocked Writing this in hope someone sees it and maybe I get help Just discovered have no option to send this review,1,1,2022-12-07 20:05:00,Have your issues been solved? If the experience with our app has improved can you rate us 5 stars ✨ it will mean the world to us. Thank you 🙏,2023-10-28 13:02:00,22.11.23001,en,us,1,2022
be9ecb47-83c9-4687-bd97-b406e27c02b0,Kimberly Langston,I love this ap. All of my passwords in one place.,4,0,2022-12-05 03:02:00,"We're always working hard to improve the app. Thanks for your download and feedback.
",2022-12-05 21:12:00,22.11.23001,en,us,1,2022
63f04896-4657-4886-8cc0-e87dbe527c84,Martyn Lea,This app lost all my stored passwords one day it was fi e the next nothing.....,1,0,2022-12-02 18:34:00,"Have your issues been solved 😞? if there is something that we can do to help you please let us know 🙂
It will mean the world to us if you give us 5 stars, 😇 of course if the experience with our app has improved.
Thank you 🙏 and we are sorry again for the inconvenience that we have caused 🙏",2023-10-28 13:05:00,22.11.23001,en,us,1,2022
0b0a1256-eb5c-4c48-9bf1-da2e07ad827c,B. Zhang,I like it!,5,0,2022-09-26 21:38:00,super,2023-10-28 13:07:00,18.0.0,en,us,1,2022
5871a746-5c13-47e8-a3aa-12d7d92d971e,V,EDIT Used for years but now won't back up and no response from reports 😡 Brilliant app... nice clear appearance. Love it that can match icons and make own categories. So useful to have to hand. Thank you xx,2,3,2022-05-31 20:20:00,All issue have been fixed. Please give it another try. If the experience with our app has improved please give us 5 stars 🤩 it will men the world to us. Thank you 🙏,2023-10-28 13:12:00,18.0.0,en,us,1,2022
72085cd9-d0c1-4205-883a-6e9f829e7661,Onja AmpK,"This is a ""Very Good"" appt for password storage. I use it quite frequent.",5,0,2022-04-07 21:51:00,Thank you. We're glad you find it very good for password storage and that you use it quite frequently!,2023-10-28 13:13:00,18.0.0,en,us,1,2022
201ced7f-6328-44b2-b2ab-cbc8a2d5fd61,Sandra P Rogers (LadySas),Nice app. Wish I could share the data with my other devices,3,0,2022-04-03 21:51:00,All issue have been fixed. Please give it another try. If the experience with our app has improved please give us 5 stars 🤩 it will men the world to us. Thank you 🙏,2023-10-28 13:14:00,18.0.0,en,us,1,2022
21dd881e-6890-4647-9f68-cb6933a87dd0,Jason Mendoza,I just started using this app so I'm not going to give it 5 stars yet . But let's see hopefully this one will work out. JMM,3,0,2022-02-25 05:02:00,"Hi, let us know what we can improve to create a better experience for you! If you like our app please give us 5 stars 🌟 it will help us very much. Thank you 🙏",2023-10-28 13:15:00,18.0.0,en,us,1,2022
19c504aa-9098-44bc-8f80-a2465f4d7b5b,Willie bennett,Great,5,0,2022-02-18 20:49:00,Thank you. We're so happy you're still loving it and think it's the best.,2023-10-28 13:18:00,18.0.0,en,us,1,2022
c1d37bc3-73cb-436b-9283-8640b007f336,Dally Natividad,Thank you so much ❤️ have a great day,5,1,2022-01-27 21:51:00,"Thanks for the feedback. Glad the login and password updates across apps are working well for you, along with the backup feature.",2023-10-28 13:19:00,Unknown,en,us,1,2022
a812dd8a-9291-4034-a40f-228cf324b6b1,Ranger 13,Okay so far!🇺🇸🇺🇸 future now greatest thing I've seen 🙌 👏/saved me!!!🇺🇸🇺🇸🐕‍🦺,5,0,2022-01-03 20:10:00,Thank you. It's great to hear it's a convenient all-in-one solution for your passwords.,2023-10-28 13:19:00,Unknown,en,us,1,2022
7fd56238-57fa-460b-9bb9-959dc79e38dd,Dave Ricard,. No way to import passwords.,2,0,2021-10-02 19:15:00,We have a new version which we think you are going to like it. Please give it another try. Thank you 🙏,2023-10-28 13:20:00,18.0.0,en,us,1,2021
3348781b-ed1c-447c-8fe0-3f887ec2c5b3,Ankit Malviya,Saves my all password with just 1 password. I'm using it from a year ago and it's still super useful.,5,6,2021-08-02 10:19:00,Thank you. We're glad it saves all your passwords with just one master password and has been super useful for you over the past year.,,18.0.0,en,us,1,2021
b4a97964-5ec6-48ee-8069-ea69aa952ae8,michelle brereton,Great app I have used it for years and thankful it does the job well,5,1,2021-04-17 11:35:00,Thank you. It's great to hear you've been using the app for years and that it still does the job well. We appreciate your continued support.,,18.0.0,en,us,1,2021
1f452402-1ff3-45e3-a9a2-b9c09e8b5a87,Isabelle Baelde,👌,5,0,2021-02-26 07:06:00,ok thanks,,18.0.0,en,us,1,2021
3cba1e68-0ec7-4b25-8fee-0a6631316bf4,Irina Penes,"Very good application, easy to use",5,1,2021-01-02 17:13:00,great!,,18.0.0,en,us,1,2021
cc890337-30b6-4c55-997d-0f39a33fb32c,Sid Elias,"Warning do not install. If you ever want to change your phone. App developers are not responding , leaving feedback/issues through the app does not work and backing up or restoring of data is no longer supported",1,19,2020-11-18 17:15:00,We are very sorry for the issues that you had with the app. We have a new version which we think you are going to like it. Please give it another try. Thank you 🙏. Also if you give us 5 stars it will mean the world to us. 😇,2023-10-28 13:24:00,18.0.0,en,us,1,2020
a4f9cf73-88de-426a-93ca-6aa6c353906c,LJ Hooker Colyton St Clair,"Hi wont restore from my google drive Says "" password manager requires one or more google play services that are not currently available. Please contact the developer for assistance"" I've never had this issue before. Please help, when I try to get help says no internet connection",1,7,2020-11-16 16:25:00,We are very sorry for the issues that you had with the app. We have a new version which we think you are going to like it. Please give it another try. Thank you 🙏. Also if you give us 5 stars it will mean the world to us. 😇,2023-10-28 13:25:00,Unknown,en,us,1,2020
d0b23a55-db9a-45b4-96f7-176c10288823,Kabir Hossain,Good,4,0,2020-09-17 23:58:00,Thanks for the suggestion! We're always working on new updates and improvements. Stay tuned!,2024-05-20 22:45:00,18.0.0,en,us,1,2020
3a4b58d5-7fe3-47d0-a155-611a9ebf7560,Pong Raksa,Update App please.,5,0,2020-09-16 06:15:00,Thank you! We're so glad the app is helping you.,2024-05-19 15:12:00,18.0.0,en,us,1,2020
35594743-0b65-4e55-842e-3e2e32e86ac2,Kimberly Carr,Very helpful app,5,0,2020-09-06 03:46:00,Awesome to hear! We kept the setup simple on purpose. Thanks for loving it ,2024-05-17 11:37:00,18.0.0,en,us,1,2020
88b34d21-c249-49c2-9297-8fbafc6887f9,A Google user,I love this app! It's so easy to use & no complex icons in the password setup features. Still loving it.,5,3,2020-08-19 02:33:00,No Response,2024-05-15 09:58:00,18.0.0,en,us,0,2020
17c9797d-ef6a-424c-8665-a986a9b0e112,Abc Pqr,"I'm having problem to backup all passwords to Google drive. Error message says: password manager requires one or more Google play services. Please contact the deleveloper. I have backed up all passwords to my Google drive several times earlier, but now I can't. Please provide me a solution. Also I tried to use the option ""report an issue"" from the app inside, which too doesn't work saying ""something went wrong, check your internet connection"", although internet was working.",4,31,2020-08-08 01:20:00,"Sorry for the backup issue. Make sure you're signed into Google and try again. If it persists, email support with details.",2024-05-13 17:03:00,18.0.0,en,us,1,2020
2c9df9ed-439a-4bbc-91b2-149206444621,Joseph S,Simple to use and effective.,5,0,2020-07-17 16:58:00,Thanks! Simplicity and effectiveness are our main goals.,2024-10-05 14:29:00,18.0.0,en,us,1,2020
eb2aa81b-e705-4737-8a29-3966c9302df7,Brandi Howay,Best password app yet!,4,0,2020-06-08 16:41:00,Great to know it's working well for you. Thank you!,2024-08-05 12:16:00,18.0.0,en,us,1,2020
cf24cfe6-6fa0-4b15-84e2-be241ef0a553,Jarrett Yap,Works well,5,0,2020-05-04 04:40:00,"Wow, thank you! That means a lot to us.",2023-10-29 13:42:00,18.0.0,en,us,1,2020
ed42d5d7-4ec3-42e6-bde1-1a26b540fa14,alejandro_m_2004 ,"Great app, easy to use",5,0,2020-04-02 08:43:00,Glad to hear it! Thanks for the feedback.,2023-10-28 13:39:00,18.0.0,en,us,1,2020
1c738eed-dbcc-474a-b8e2-1e50afa6ee3d,beatriz_silva ,Easy,5,0,2020-03-18 15:26:00,Thanks so much! Easy to use is exactly what we aimed for.,2023-10-28 13:36:00,18.0.0,en,us,1,2020
a9ac33b8-1a1b-41c6-902f-7c03593047fc,carlos_eduardo95 ,I keeps me in order. I love it and have recommend that my daughter use it.,5,2,2020-03-18 00:00:00,That's wonderful! So happy it's helping you and your daughter. Thanks for recommending it!,2023-10-28 13:34:00,18.0.0,en,us,1,2020
b3ceb31f-2b9e-48a8-819f-c5f19909f6c4,daniela_perez22 ,Great app for keeping track of the many password changes to the different apps,5,0,2020-03-12 19:22:00,Short and sweet — thanks! ,2023-10-28 13:31:00,18.0.0,en,us,1,2020
7252195c-b0c0-4764-acc1-1e35b4b7576b,eduardo_vargas10 ,This app has been a life saver. Having so many passwords to keep up with can be difficult but this app allows me to keep all of them in one spot.,4,7,2020-02-20 18:43:00,No Response,2023-10-28 13:28:00,Unknown,en,us,0,2020
687e4935-93ba-454e-bac0-442b188c63b4,fabiola_rios ,I love it,5,0,2020-01-08 23:01:00,Exactly what it's made for! Thanks for the kind words.,2023-10-28 13:25:00,18.0.0,en,us,1,2020
3a81dd9c-36b1-473b-8703-f28fe6efffd2,gabriel_martin ,Great app!,5,0,2020-01-04 07:34:00,We're thrilled it's a life saver for you. Thank you!,2023-10-28 13:22:00,18.0.0,en,us,1,2020
a8d8574a-dd23-4b32-b58e-5a11c2e0799e,hector_ortiz07 ,It easy and so fare works,5,1,2020-01-03 09:57:00,Thanks! Keeping it easy is our priority.,2023-10-28 13:19:00,18.0.0,en,us,1,2020
76c8e3e3-fec7-4390-be5b-85415075b003,isabel_cordero ,Very good apps,4,0,2019-12-30 16:29:00,Appreciate it! Glad it's working well so far.,2023-10-28 13:16:00,18.0.0,en,us,1,2019
9a17a977-d1cb-49d9-bd48-1ad57cc37444,javier_1999 ,Just the best,5,0,2019-12-17 16:41:00,Thank you very much!,2023-10-28 13:13:00,18.0.0,en,us,1,2019
7aada3e2-a836-421a-9e09-412bc195a055,karina_mendoza ,Love this app!!! Just don't forget your password!! It's so well protected your the only one who can open your information .,5,5,2019-12-06 22:05:00,"Haha, exactly! Security first. Thanks for the love!",2023-10-28 13:10:00,18.0.0,en,us,1,2019
0e38226c-ba5c-4e2e-93fa-b03d519e872c,luis_fernando88 ,good,5,0,2019-11-16 06:29:00,Thanks a lot! ,2023-10-27 12:57:00,18.0.0,en,us,1,2019
ffa16d3e-a6ff-4c89-b95c-f0d2b05ed4b1,monica_herrera ,Excellent app.,5,0,2019-09-29 13:30:00,Thank you. We're thrilled you find it excellent!,2023-10-25 20:41:00,18.0.0,en,us,1,2019
42322da2-d48f-454c-b66a-f210a56f12a9,nicolas_23 ,The best password manager I've used so far 😊,5,1,2019-08-21 18:43:00,That makes our day! Thank you!,2023-10-23 18:14:00,18.0.0,en,us,1,2019
51bc3f3e-a922-4f65-99d5-dee38215ee26,olivia_castro ,Easy to use. Great off-line app.,4,2,2019-06-20 23:12:00,Thank you! We appreciate it.,2023-10-21 16:09:00,18.0.0,en,us,1,2019
25c383ef-cf3f-4ecb-a870-e5bd89e32d35,pablo_soto ,Keeps me organized and avoids pulling my hair out! Recommended by an IT friend.,5,2,2019-06-01 05:16:00,Offline functionality is key — glad you like it!,2023-10-19 13:55:00,18.0.0,en,us,1,2019
330ab77c-e04f-4fe4-8a75-cab017309212,quintana_ana ,Awesome,5,3,2019-06-01 03:13:00,"Haha, no more hair-pulling! Thanks for the recommendation and the kind words.",2023-10-16 11:22:00,18.0.0,en,us,1,2019
47aadc96-1598-439d-aba7-8b03104eadf4,ramon_garcia_ ,Has some Icons. Doesn't have MeWe Social Network icon 🤔. Secure. I'm happy 😊.,5,2,2019-04-28 13:18:00,Thank you! Means a lot.,2023-10-14 09:48:00,18.0.0,en,us,1,2019
144014c2-8a38-4b99-859a-7b5cd13ffd6b,sofia_2002 ,good,4,1,2019-03-25 17:41:00,Thanks for the feedback on icons! We'll consider adding more in a future update. Happy you're feeling secure.,2023-11-10 07:33:00,18.0.0,en,us,1,2019
d86a4a1a-6077-48ef-accf-0675ca6a4fc7,tania_villa ,easy to use,5,2,2019-03-01 10:39:00,Thanks! We're glad it's easy to use.,2023-05-27 18:59:00,18.0.0,en,us,1,2019
5518e3a4-c32e-4a58-88ad-74b38422e827,ulises_mtz ,Convenient pw storage. Just a master pw to keep app safe. Also backup to cloud drive.,5,5,2019-01-14 07:01:00,Exactly — master password + cloud backup keeps it secure and convenient. Thank you!,2023-05-24 16:21:00,18.0.0,en,us,1,2019
89ea1107-fec1-4b0f-b699-29827cf605fc,veronica_lopez9 ,"Secure 🔐. Works perfectly. I was able to recover my data after multiple bootloader failures! The only feature I would like to have is, customizable icons - Create my own standard icons. e.g. Specific icons unique to my country.",5,11,2018-12-02 05:40:00,Awesome to hear it worked perfectly even after bootloader issues! Recovery is a big win. What feature would you like us to add next?,2023-05-21 13:47:00,Unknown,en,us,1,2018
94862be6-b778-4bae-b248-88da18f41c36,wilson_aguilar ,Easy t manage,5,2,2018-11-30 18:44:00,Thanks! Easy management is one of our top priorities. Appreciate the feedback,2023-06-01 22:18:00,18.0.0,en,us,1,2018
4aec16a3-a2ae-48d8-ac00-0667e9073c55,ximena_rios18 ,Very good app. I just need to know what happens if I loose my phone? How do get my info back in secure mode??,4,14,2018-11-26 00:21:00,"Hi Joe,

Thank you for the feedback and support. We recommend you do backup files on your Dropbox or Google Drive account. You can restore your data from those file. If you still have questions please let us know.

Kind Regards,
Support Team",2018-11-26 03:55:00,18.0.0,en,us,1,2018
e7f945c6-0658-436e-bfff-006512f6ec90,yadira_fernandez ,Great .. I use it all the time !,5,1,2018-10-18 00:43:00,Thanks so much! We're thrilled you use it all the time with no issues,2018-11-26 03:59:00,18.0.0,en,us,1,2018
7fe2eb4e-0cd8-4441-b185-641e1a397e68,zully_patino ,"Great app, easy to use. I have no issues",5,2,2018-09-10 07:21:00,"Thank you! Glad it's great, easy to use, and working well for you.",2018-11-26 03:35:00,18.0.0,en,us,1,2018
bf75e5c9-20bd-4285-a3b8-6ad43b76a83b,andrea_m_96 ,Easy to use. Previously I was able to restore my backup data multiple times due to bootloader failures on my LG-G3. This is a must for all smartphone. I've lost data so many times before. Transferring my data to my current phone was a simple and easy. Excellent job! Thank you so much...Very happy with the new feature. Fingerprint scan is very nice!,5,15,2018-08-31 00:30:00,Awesome feedback!,2018-11-26 03:56:00,18.0.0,en,us,1,2018
38b16f09-b02a-48de-87ce-fd1a389f1872,bryan_hernandez ,I really recommend this app.. it's a nice app ever that we could use.. very organized for account to keep your password and email with matching icon that reflects to the account that related to.. so useful and manageable.. its better to organized with style but simply.. I love it!!!!,5,2,2018-08-22 18:06:00,"We're glad it's been a reliable must-have for you, especially with those bootloader issues. Thanks for the strong recommendation!",2018-11-26 03:57:00,17.0.0,en,us,1,2018
de7e56af-a0c9-432b-85ab-8483a6082b3c,cecilia_ortega ,Is this app available on my laptop?,4,1,2018-08-03 17:57:00,"Thanks for asking! Yes, the app is available on laptop/desktop via our web version at [appwebsite.com] or as a browser extension. Let us know if you need help setting it up!",2018-11-26 03:50:00,17.0.0,en,us,1,2018
52632cad-7cc1-4b8e-937a-b7cfef5d838a,david_munoz21 ,"Loved the app for awhile but recently it has wiped all my passwords twice. 
You don't get a third strike with me. Uninstalling because I can't trust 
this app.",1,1,2018-08-01 00:19:00,"Hi,

Thank you for your support. Your feedback is very important to us.

We want to let you know that the issue with data being removed has been fixed. 
Also we have added fingerprint authentication.
We are very sorry for the inconveniences that we have caused and we hope that you are still using our product.

Regards,
support Team",2018-09-01 01:00:00,17.0.0,en,us,1,2018
300da08c-1821-4454-860b-a32371e9664e,elena_2000 ,"This is the easiest security app I have found. It makes storing passwords 
simple.",5,1,2018-05-02 08:51:00,Thank you! We're so glad it's the easiest security app you've found and makes password storage simple.,2024-05-18 21:09:00,17.0.0,en,us,1,2018
7521a973-70e7-47fa-b35d-bac8800e023f,francisco_rdz ,Good quality easy to set up and use,5,1,2018-03-24 04:07:00,Thanks for the feedback! Happy to hear the quality is good and setup/use is easy.,2024-05-16 16:55:00,17.0.0,en,us,1,2018
80e63126-58d4-4b1b-83a9-783e8940b47d,gloria_vazquez ,Easy to use and handy.,5,2,2018-03-13 19:48:00,Appreciate it! Easy and handy is exactly what we aimed for,2024-05-14 12:41:00,17.0.0,en,us,1,2018
9eb93dbc-7003-437e-9a40-d4c5a698aa51,hugo_contreras ,Love this app! This is my life in one little app,5,1,2018-02-24 08:13:00,"Wow, thank you! Love hearing it's become your life in one little app.",2024-12-05 10:27:00,17.0.0,en,us,1,2018
84cf5585-b258-4eb7-880e-5a891b18eb31,irene_morales ,Easy to use. Simple storage for passwords. Probably not for everyone. But perfect if you just want a single source for your passwords without all the exotic features.,5,4,2018-02-18 02:38:00,Thanks so much! Perfect for single-source password storage is our goal. Glad it fits your needs.,2023-10-30 13:48:00,17.0.0,en,us,1,2018
982ebefa-e8b8-4043-930b-1a340f344374,jesus_lopez98 ,"I tried MANY apps before I FINALLY found one that was conducive to my needs.  I am not familiar with all of the apps feature, however, I am happy with what I presently see.  I don't want an upgrade to PRO feature as the current is sufficient.  Thanks",5,6,2018-01-24 20:37:00,Great to know it works as advertised. Thanks for trying it out!,2023-10-28 13:45:00,17.0.0,en,us,1,2018
